item,Item Price,date
"Eggs, grade A, large, per doz.",2.005,2022-02-01
"Eggs, grade A, large, per doz.",1.929,2022-01-01
"Eggs, grade A, large, per doz.",1.788,2021-12-01
"Eggs, grade A, large, per doz.",1.718,2021-11-01
"Eggs, grade A, large, per doz.",1.821,2021-10-01
"Eggs, grade A, large, per doz.",1.835,2021-09-01
"Eggs, grade A, large, per doz.",1.709,2021-08-01
"Eggs, grade A, large, per doz.",1.642,2021-07-01
"Eggs, grade A, large, per doz.",1.642,2021-06-01
"Eggs, grade A, large, per doz.",1.625,2021-05-01
"Eggs, grade A, large, per doz.",1.62,2021-04-01
"Eggs, grade A, large, per doz.",1.625,2021-03-01
"Eggs, grade A, large, per doz.",1.597,2021-02-01
"Eggs, grade A, large, per doz.",1.466,2021-01-01
"Eggs, grade A, large, per doz.",1.481,2020-12-01
"Eggs, grade A, large, per doz.",1.45,2020-11-01
"Eggs, grade A, large, per doz.",1.408,2020-10-01
"Eggs, grade A, large, per doz.",1.353,2020-09-01
"Eggs, grade A, large, per doz.",1.328,2020-08-01
"Eggs, grade A, large, per doz.",1.401,2020-07-01
"Eggs, grade A, large, per doz.",1.554,2020-06-01
"Eggs, grade A, large, per doz.",1.64,2020-05-01
"Eggs, grade A, large, per doz.",2.019,2020-04-01
"Eggs, grade A, large, per doz.",1.525,2020-03-01
"Eggs, grade A, large, per doz.",1.449,2020-02-01
"Eggs, grade A, large, per doz.",1.461,2020-01-01
"Eggs, grade A, large, per doz.",1.535,2019-12-01
"Eggs, grade A, large, per doz.",1.405,2019-11-01
"Eggs, grade A, large, per doz.",1.282,2019-10-01
"Eggs, grade A, large, per doz.",1.383,2019-09-01
"Eggs, grade A, large, per doz.",1.219,2019-08-01
"Eggs, grade A, large, per doz.",1.243,2019-07-01
"Eggs, grade A, large, per doz.",1.203,2019-06-01
"Eggs, grade A, large, per doz.",1.362,2019-05-01
"Eggs, grade A, large, per doz.",1.463,2019-04-01
"Eggs, grade A, large, per doz.",1.544,2019-03-01
"Eggs, grade A, large, per doz.",1.557,2019-02-01
"Eggs, grade A, large, per doz.",1.554,2019-01-01
"Eggs, grade A, large, per doz.",1.595,2018-12-01
"Eggs, grade A, large, per doz.",1.596,2018-11-01
"Eggs, grade A, large, per doz.",1.66,2018-10-01
"Eggs, grade A, large, per doz.",1.651,2018-09-01
"Eggs, grade A, large, per doz.",1.622,2018-08-01
"Eggs, grade A, large, per doz.",1.725,2018-07-01
"Eggs, grade A, large, per doz.",1.628,2018-06-01
"Eggs, grade A, large, per doz.",1.987,2018-05-01
"Eggs, grade A, large, per doz.",2.081,2018-04-01
"Eggs, grade A, large, per doz.",1.831,2018-03-01
"Eggs, grade A, large, per doz.",1.755,2018-02-01
"Eggs, grade A, large, per doz.",1.769,2018-01-01
"Eggs, grade A, large, per doz.",1.815,2017-12-01
"Eggs, grade A, large, per doz.",1.506,2017-11-01
"Eggs, grade A, large, per doz.",1.54,2017-10-01
"Eggs, grade A, large, per doz.",1.422,2017-09-01
"Eggs, grade A, large, per doz.",1.367,2017-08-01
"Eggs, grade A, large, per doz.",1.333,2017-07-01
"Eggs, grade A, large, per doz.",1.332,2017-06-01
"Eggs, grade A, large, per doz.",1.414,2017-05-01
"Eggs, grade A, large, per doz.",1.409,2017-04-01
"Eggs, grade A, large, per doz.",1.404,2017-03-01
"Eggs, grade A, large, per doz.",1.464,2017-02-01
"Eggs, grade A, large, per doz.",1.599,2017-01-01
"Eggs, grade A, large, per doz.",1.383,2016-12-01
"Eggs, grade A, large, per doz.",1.321,2016-11-01
"Eggs, grade A, large, per doz.",1.39,2016-10-01
"Eggs, grade A, large, per doz.",1.471,2016-09-01
"Eggs, grade A, large, per doz.",1.455,2016-08-01
"Eggs, grade A, large, per doz.",1.546,2016-07-01
"Eggs, grade A, large, per doz.",1.491,2016-06-01
"Eggs, grade A, large, per doz.",1.684,2016-05-01
"Eggs, grade A, large, per doz.",1.793,2016-04-01
"Eggs, grade A, large, per doz.",2.081,2016-03-01
"Eggs, grade A, large, per doz.",2.267,2016-02-01
"Eggs, grade A, large, per doz.",2.328,2016-01-01
"Eggs, grade A, large, per doz.",2.751,2015-12-01
"Eggs, grade A, large, per doz.",2.664,2015-11-01
"Eggs, grade A, large, per doz.",2.808,2015-10-01
"Eggs, grade A, large, per doz.",2.966,2015-09-01
"Eggs, grade A, large, per doz.",2.943,2015-08-01
"Eggs, grade A, large, per doz.",2.57,2015-07-01
"Eggs, grade A, large, per doz.",2.57,2015-06-01
"Eggs, grade A, large, per doz.",1.962,2015-05-01
"Eggs, grade A, large, per doz.",2.065,2015-04-01
"Eggs, grade A, large, per doz.",2.133,2015-03-01
"Eggs, grade A, large, per doz.",2.088,2015-02-01
"Eggs, grade A, large, per doz.",2.113,2015-01-01
"Eggs, grade A, large, per doz.",2.21,2014-12-01
"Eggs, grade A, large, per doz.",2.032,2014-11-01
"Eggs, grade A, large, per doz.",1.951,2014-10-01
"Eggs, grade A, large, per doz.",1.97,2014-09-01
"Eggs, grade A, large, per doz.",1.979,2014-08-01
"Eggs, grade A, large, per doz.",1.95,2014-07-01
"Eggs, grade A, large, per doz.",1.948,2014-06-01
"Eggs, grade A, large, per doz.",1.996,2014-05-01
"Eggs, grade A, large, per doz.",2.119,2014-04-01
"Eggs, grade A, large, per doz.",2.061,2014-03-01
"Eggs, grade A, large, per doz.",1.998,2014-02-01
"Eggs, grade A, large, per doz.",2.008,2014-01-01
"Eggs, grade A, large, per doz.",2.026,2013-12-01
"Eggs, grade A, large, per doz.",1.925,2013-11-01
"Eggs, grade A, large, per doz.",1.925,2013-10-01
"Eggs, grade A, large, per doz.",1.897,2013-09-01
"Eggs, grade A, large, per doz.",1.838,2013-08-01
"Eggs, grade A, large, per doz.",1.833,2013-07-01
"Eggs, grade A, large, per doz.",1.859,2013-06-01
"Eggs, grade A, large, per doz.",1.87,2013-05-01
"Eggs, grade A, large, per doz.",1.918,2013-04-01
"Eggs, grade A, large, per doz.",1.925,2013-03-01
"Eggs, grade A, large, per doz.",1.965,2013-02-01
"Eggs, grade A, large, per doz.",1.933,2013-01-01
"Eggs, grade A, large, per doz.",2.007,2012-12-01
"Eggs, grade A, large, per doz.",1.963,2012-11-01
"Eggs, grade A, large, per doz.",1.96,2012-10-01
"Eggs, grade A, large, per doz.",1.889,2012-09-01
"Eggs, grade A, large, per doz.",1.884,2012-08-01
"Eggs, grade A, large, per doz.",1.648,2012-07-01
"Eggs, grade A, large, per doz.",1.67,2012-06-01
"Eggs, grade A, large, per doz.",1.691,2012-05-01
"Eggs, grade A, large, per doz.",1.829,2012-04-01
"Eggs, grade A, large, per doz.",1.774,2012-03-01
"Eggs, grade A, large, per doz.",1.798,2012-02-01
"Eggs, grade A, large, per doz.",1.939,2012-01-01
"Eggs, grade A, large, per doz.",1.874,2011-12-01
"Eggs, grade A, large, per doz.",1.836,2011-11-01
"Eggs, grade A, large, per doz.",1.871,2011-10-01
"Eggs, grade A, large, per doz.",1.947,2011-09-01
"Eggs, grade A, large, per doz.",1.711,2011-08-01
"Eggs, grade A, large, per doz.",1.647,2011-07-01
"Eggs, grade A, large, per doz.",1.683,2011-06-01
"Eggs, grade A, large, per doz.",1.692,2011-05-01
"Eggs, grade A, large, per doz.",1.727,2011-04-01
"Eggs, grade A, large, per doz.",1.732,2011-03-01
"Eggs, grade A, large, per doz.",1.708,2011-02-01
"Eggs, grade A, large, per doz.",1.806,2011-01-01
"Eggs, grade A, large, per doz.",1.793,2010-12-01
"Eggs, grade A, large, per doz.",1.675,2010-11-01
"Eggs, grade A, large, per doz.",1.456,2010-10-01
"Eggs, grade A, large, per doz.",1.753,2010-09-01
"Eggs, grade A, large, per doz.",1.519,2010-08-01
"Eggs, grade A, large, per doz.",1.441,2010-07-01
"Eggs, grade A, large, per doz.",1.494,2010-06-01
"Eggs, grade A, large, per doz.",1.523,2010-05-01
"Eggs, grade A, large, per doz.",1.779,2010-04-01
"Eggs, grade A, large, per doz.",1.822,2010-03-01
"Eggs, grade A, large, per doz.",1.872,2010-02-01
"Eggs, grade A, large, per doz.",1.789,2010-01-01
"Eggs, grade A, large, per doz.",1.772,2009-12-01
"Eggs, grade A, large, per doz.",1.705,2009-11-01
"Eggs, grade A, large, per doz.",1.595,2009-10-01
"Eggs, grade A, large, per doz.",1.627,2009-09-01
"Eggs, grade A, large, per doz.",1.632,2009-08-01
"Eggs, grade A, large, per doz.",1.495,2009-07-01
"Eggs, grade A, large, per doz.",1.529,2009-06-01
"Eggs, grade A, large, per doz.",1.501,2009-05-01
"Eggs, grade A, large, per doz.",1.774,2009-04-01
"Eggs, grade A, large, per doz.",1.693,2009-03-01
"Eggs, grade A, large, per doz.",1.795,2009-02-01
"Eggs, grade A, large, per doz.",1.85,2009-01-01
"Eggs, grade A, large, per doz.",1.834,2008-12-01
"Eggs, grade A, large, per doz.",1.838,2008-11-01
"Eggs, grade A, large, per doz.",1.858,2008-10-01
"Eggs, grade A, large, per doz.",1.978,2008-09-01
"Eggs, grade A, large, per doz.",1.854,2008-08-01
"Eggs, grade A, large, per doz.",2.011,2008-07-01
"Eggs, grade A, large, per doz.",1.92,2008-06-01
"Eggs, grade A, large, per doz.",1.93,2008-05-01
"Eggs, grade A, large, per doz.",2.069,2008-04-01
"Eggs, grade A, large, per doz.",2.203,2008-03-01
"Eggs, grade A, large, per doz.",2.168,2008-02-01
"Eggs, grade A, large, per doz.",2.175,2008-01-01
"Eggs, grade A, large, per doz.",2.099,2007-12-01
"Eggs, grade A, large, per doz.",1.862,2007-11-01
"Eggs, grade A, large, per doz.",1.771,2007-10-01
"Eggs, grade A, large, per doz.",1.825,2007-09-01
"Eggs, grade A, large, per doz.",1.634,2007-08-01
"Eggs, grade A, large, per doz.",1.502,2007-07-01
"Eggs, grade A, large, per doz.",1.373,2007-06-01
"Eggs, grade A, large, per doz.",1.504,2007-05-01
"Eggs, grade A, large, per doz.",1.616,2007-04-01
"Eggs, grade A, large, per doz.",1.634,2007-03-01
"Eggs, grade A, large, per doz.",1.746,2007-02-01
"Eggs, grade A, large, per doz.",1.549,2007-01-01
"Eggs, grade A, large, per doz.",1.543,2006-12-01
"Eggs, grade A, large, per doz.",1.354,2006-11-01
"Eggs, grade A, large, per doz.",1.257,2006-10-01
"Eggs, grade A, large, per doz.",1.254,2006-09-01
"Eggs, grade A, large, per doz.",1.244,2006-08-01
"Eggs, grade A, large, per doz.",1.213,2006-07-01
"Eggs, grade A, large, per doz.",1.242,2006-06-01
"Eggs, grade A, large, per doz.",1.206,2006-05-01
"Eggs, grade A, large, per doz.",1.283,2006-04-01
"Eggs, grade A, large, per doz.",1.302,2006-03-01
"Eggs, grade A, large, per doz.",1.328,2006-02-01
"Eggs, grade A, large, per doz.",1.449,2006-01-01
"Eggs, grade A, large, per doz.",1.35,2005-12-01
"Eggs, grade A, large, per doz.",1.279,2005-11-01
"Eggs, grade A, large, per doz.",1.264,2005-10-01
"Eggs, grade A, large, per doz.",1.279,2005-09-01
"Eggs, grade A, large, per doz.",1.166,2005-08-01
"Eggs, grade A, large, per doz.",1.165,2005-07-01
"Eggs, grade A, large, per doz.",1.139,2005-06-01
"Eggs, grade A, large, per doz.",1.185,2005-05-01
"Eggs, grade A, large, per doz.",1.164,2005-04-01
"Eggs, grade A, large, per doz.",1.132,2005-03-01
"Eggs, grade A, large, per doz.",1.284,2005-02-01
"Eggs, grade A, large, per doz.",1.211,2005-01-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",4.044,2024-08-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.983,2024-07-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.956,2024-06-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.864,2024-05-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.868,2024-04-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.893,2024-03-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.94,2024-02-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.958,2024-01-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",4.008,2023-12-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.997,2023-11-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.927,2023-10-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.965,2023-09-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.927,2023-08-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.971,2023-07-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.985,2023-06-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",4.042,2023-05-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",4.042,2023-04-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",4.098,2023-03-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",4.163,2023-02-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",4.204,2023-01-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",4.211,2022-12-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",4.218,2022-11-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",4.184,2022-10-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",4.181,2022-09-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",4.194,2022-08-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",4.156,2022-07-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",4.153,2022-06-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",4.204,2022-05-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",4.012,2022-04-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.917,2022-03-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.875,2022-02-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.787,2022-01-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.743,2021-12-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.671,2021-11-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.663,2021-10-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.585,2021-09-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.56,2021-08-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.627,2021-07-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.557,2021-06-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.497,2021-05-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.447,2021-04-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.348,2021-03-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.368,2021-02-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.468,2021-01-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.535,2020-12-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.425,2020-11-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.38,2020-10-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.448,2020-09-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.406,2020-08-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.255,2020-07-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.198,2020-06-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.21,2020-05-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.267,2020-04-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.248,2020-03-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.196,2020-02-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.253,2020-01-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.188,2019-12-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.189,2019-11-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.119,2019-10-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.102,2019-09-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.045,2019-08-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.031,2019-07-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.054,2019-06-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",2.963,2019-05-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",2.98,2019-04-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",2.944,2019-03-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",2.9,2019-02-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",2.913,2019-01-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",2.853,2018-12-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",2.877,2018-11-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",2.913,2018-10-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",2.89,2018-09-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",2.871,2018-08-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",2.839,2018-07-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",2.877,2018-06-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",2.919,2018-05-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",2.924,2018-04-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",2.903,2018-03-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",2.923,2018-02-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",2.961,2018-01-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.155,2017-12-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.15,2017-11-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.158,2017-10-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.209,2017-09-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.168,2017-08-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.219,2017-07-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.213,2017-06-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.242,2017-05-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.259,2017-04-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.315,2017-03-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.3,2017-02-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.318,2017-01-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.29,2016-12-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.28,2016-11-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.292,2016-10-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.229,2016-09-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.141,2016-08-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.062,2016-07-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.115,2016-06-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.157,2016-05-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.155,2016-04-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.187,2016-03-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.23,2016-02-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.313,2016-01-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.31,2015-12-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.299,2015-11-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.338,2015-10-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.392,2015-09-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.389,2015-08-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.43,2015-07-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.366,2015-06-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.387,2015-05-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.397,2015-04-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.463,2015-03-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.496,2015-02-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.758,2015-01-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.82,2014-12-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.858,2014-11-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.766,2014-10-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.732,2014-09-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.673,2014-08-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.645,2014-07-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.626,2014-06-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.735,2014-05-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.687,2014-04-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.669,2014-03-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.561,2014-02-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.552,2014-01-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.501,2013-12-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.491,2013-11-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.462,2013-10-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.428,2013-09-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.448,2013-08-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.449,2013-07-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.458,2013-06-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.441,2013-05-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.428,2013-04-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.431,2013-03-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.48,2013-02-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.526,2013-01-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.58,2012-12-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.536,2012-11-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.524,2012-10-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.469,2012-09-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.474,2012-08-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.428,2012-07-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.396,2012-06-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.427,2012-05-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.474,2012-04-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.499,2012-03-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.52,2012-02-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.583,2012-01-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.565,2011-12-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.557,2011-11-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.622,2011-10-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.715,2011-09-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.713,2011-08-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.654,2011-07-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.622,2011-06-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.653,2011-05-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.597,2011-04-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.503,2011-03-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.357,2011-02-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.301,2011-01-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.318,2010-12-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.327,2010-11-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.321,2010-10-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.278,2010-09-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.303,2010-08-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.313,2010-07-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.297,2010-06-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.178,2010-05-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.14,2010-04-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.188,2010-03-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.203,2010-02-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.236,2010-01-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.105,2009-12-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.034,2009-11-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.046,2009-10-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",2.981,2009-09-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",2.979,2009-08-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",2.992,2009-07-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.009,2009-06-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.068,2009-05-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.084,2009-04-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.116,2009-03-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.319,2009-02-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.575,2009-01-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.681,2008-12-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.734,2008-11-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.656,2008-10-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.773,2008-09-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.886,2008-08-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.961,2008-07-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.773,2008-06-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.76,2008-05-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.799,2008-04-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.781,2008-03-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.869,2008-02-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.871,2008-01-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.87,2007-12-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.904,2007-11-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.838,2007-10-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.841,2007-09-01
"Milk, fresh, whole, fortified, per gal. (3.8 lit)",3.807,2007-08-01
